group_id,event,ambiguousflag,track_id,filename,video,frame,datetime,tagid,mergethreshold,eventid,short_interruption,complex,comment,error,to_review,labelbee_valid
181,U,,1317,5second/track_01317_5s.png,5_02_R_190807150000.cfr.mp4,5275,2019-08-07 15:04:25.150,399,5s,399__1317,,,,,,
182,D,,4670,5second/track_04670_5s.png,26_02_R_190808110000.cfr.mp4,16952,2019-08-08 11:14:10.200,399,5s,399__4670,,,,,,
183,U,,2489,5second/track_02489_5s.png,27_02_R_190808120000.cfr.mp4,10306,2019-08-08 12:08:37.650,399,5s,399__2489,,,,,,
184,D,,3947,5second/track_03947_5s.png,27_02_R_190808120000.cfr.mp4,16188,2019-08-08 12:13:30.500,399,5s,399__3947,,,,,,
185,U,,4535,5second/track_04535_5s.png,28_02_R_190808130000.cfr.mp4,21069,2019-08-08 13:17:34.600,399,5s,399__4535,,,,,,
186,D,,6878,5second/track_06878_5s.png,28_02_R_190808130000.cfr.mp4,32732,2019-08-08 13:27:20.250,399,5s,399__6878,,,,,,
187,U,,7121,5second/track_07121_5s.png,29_02_R_190808140000.cfr.mp4,32863,2019-08-08 14:27:24.850,399,5s,399__7121,,,,,,
188,D,,14196,5second/track_14196_5s.png,29_02_R_190808140000.cfr.mp4,62348,2019-08-08 14:51:59.150,399,5s,399__14196,,,,,,
189,DU,,10987,5second/track_10987_5s.png,1_02_R_190807110000.cfr.mp4,56121,2019-08-07 11:46:59.800,410,5s,410__10987_11031,x,x,complex u-turn,,,
190,DU,,56,5second/track_00056_5s.png,2_02_R_190807120000.cfr.mp4,269,2019-08-07 12:00:39.750,410,5s,410__56_91,x,,,,,
191,DU,,1548,5second/track_01548_5s.png,2_02_R_190807120000.cfr.mp4,6993,2019-08-07 12:06:06.650,410,5s,410__1548,,,,,,
192,U,,10521,5second/track_10521_5s.png,31_02_R_190808160000.cfr.mp4,24454,2019-08-08 16:20:25.650,410,5s,410__10521,,,,,,
193,D,,8354,5second/track_08354_5s.png,31_02_R_190808160000.cfr.mp4,21070,2019-08-08 16:17:34.950,411,5s,411__8354,,,,,,
194,D,,16755,5second/track_16755_5s.png,30_02_R_190808150000.cfr.mp4,57127,2019-08-08 15:47:47.150,417,5s,417__16755,,,,,,
195,U,,17225,5second/track_17225_5s.png,30_02_R_190808150000.cfr.mp4,58492,2019-08-08 15:48:48.400,417,5s,417__17225,,,,,,
196,D,,5531,5second/track_05531_5s.png,31_02_R_190808160000.cfr.mp4,15575,2019-08-08 16:13:07.200,417,5s,417__5531_5575,x,,disjointed,,,
197,UD,,5721,5second/track_05721_5s.png,31_02_R_190808160000.cfr.mp4,15948,2019-08-08 16:13:30.450,417,5s,417__5721_5737_5788,x,,,,,
198,U,,5968,5second/track_05968_5s.png,31_02_R_190808160000.cfr.mp4,16479,2019-08-08 16:13:48.550,417,5s,417__5968,,,,,,
199,U,,9647,5second/track_09647_5s.png,1_02_R_190807110000.cfr.mp4,49040,2019-08-07 11:40:53.550,420,5s,420__9647,,,,,,
200,D,,347,5second/track_00347_5s.png,2_02_R_190807120000.cfr.mp4,1767,2019-08-07 12:01:28.850,420,5s,420__347,,,,,,
201,D,,1069,5second/track_01069_5s.png,3_02_R_190807130000.cfr.mp4,6292,2019-08-07 13:05:15.550,420,5s,420__1069,,,,,,
202,U,,3433,5second/track_03433_5s.png,4_02_R_190807140000.cfr.mp4,20070,2019-08-07 14:16:44.350,420,5s,420__3433,,,,,,
203,D,,3335,5second/track_03335_5s.png,26_02_R_190808110000.cfr.mp4,12360,2019-08-08 11:10:18.800,420,5s,420__3335,,,,,,
204,U,,11737,5second/track_11737_5s.png,27_02_R_190808120000.cfr.mp4,43140,2019-08-08 12:35:58.350,420,5s,420__11737,,,,,,
205,D,,13896,5second/track_13896_5s.png,27_02_R_190808120000.cfr.mp4,51841,2019-08-08 12:43:13.700,420,5s,420__13896,,,,,,
206,D,,8671,5second/track_08671_5s.png,28_02_R_190808130000.cfr.mp4,40317,2019-08-08 13:33:37.850,420,5s,420__8671,,,,,,
207,U,,9574,5second/track_09574_5s.png,30_02_R_190808150000.cfr.mp4,34314,2019-08-08 15:28:38.750,420,5s,420__9574,,,,,,
208,D,,17731,5second/track_17731_5s.png,30_02_R_190808150000.cfr.mp4,60480,2019-08-08 15:50:25.250,420,5s,420__17731,,,,,,
209,U,,25478,5second/track_25478_5s.png,31_02_R_190808160000.cfr.mp4,65010,2019-08-08 16:54:12.650,420,5s,420__25478,,,,,,
210,DU,,9647,5second/track_09647_5s.png,28_02_R_190808130000.cfr.mp4,43633,2019-08-08 13:36:43.300,428,5s,428__9647,,,,,,
211,D,,18371,5second/track_18371_5s.png,30_02_R_190808150000.cfr.mp4,62524,2019-08-08 15:53:00.200,428,5s,428__18371,,,,,,
212,D,,13336,5second/track_13336_5s.png,31_02_R_190808160000.cfr.mp4,29017,2019-08-08 16:24:14.950,434,5s,434__13336,,,,,,
213,D,,11817,5second/track_11817_5s.png,6_02_R_190807160000.cfr.mp4,49278,2019-08-07 16:41:06.900,436,5s,436__11817,,,,,,
214,D,,6155,5second/track_06155_5s.png,6_02_R_190807160000.cfr.mp4,26669,2019-08-07 16:22:17.400,449,5s,449__6155,,,,,,
215,D,,311,5second/track_00311_5s.png,27_02_R_190808120000.cfr.mp4,1723,2019-08-08 12:01:29.050,449,5s,449__311,,,,,,
216,D,,20119,5second/track_20119_5s.png,30_02_R_190808150000.cfr.mp4,68428,2019-08-08 15:57:03.850,449,5s,449__20119,,,,,,
217,D,,16253,5second/track_16253_5s.png,31_02_R_190808160000.cfr.mp4,35241,2019-08-08 16:29:22.950,452,5s,452__16253,,,,,,
218,x,x,5306,5second/track_05306_5s.png,5_02_R_190807150000.cfr.mp4,22682,2019-08-07 15:18:54.650,453,5s,453__5306,,,stay_at_exit,,,
219,D,,12635,5second/track_12635_5s.png,1_02_R_190807110000.cfr.mp4,64937,2019-08-07 11:54:07.800,472,5s,472__12635,,,,,,
220,U,,628,5second/track_00628_5s.png,2_02_R_190807120000.cfr.mp4,3077,2019-08-07 12:02:34.700,472,5s,472__628,,,,,,
221,D,,3814,5second/track_03814_5s.png,2_02_R_190807120000.cfr.mp4,15990,2019-08-07 12:13:21.200,472,5s,472__3814,,,,,,
222,DU,x,3200,5second/track_03200_5s.png,5_02_R_190807150000.cfr.mp4,12797,2019-08-07 15:10:45.500,472,5s,472__3200,,,stay_at_entrance,,,
223,D,x,3436,5second/track_03436_5s.png,5_02_R_190807150000.cfr.mp4,14461,2019-08-07 15:12:06.650,472,5s,472__3436,,,end_on_ramp,,,
224,U,,3533,5second/track_03533_5s.png,5_02_R_190807150000.cfr.mp4,14785,2019-08-07 15:12:21.250,472,5s,472__3533,,,,,,
225,D,,1951,5second/track_01951_5s.png,27_02_R_190808120000.cfr.mp4,8512,2019-08-08 12:07:06.750,472,5s,472__1951,,,,,,
226,D,,15121,5second/track_15121_5s.png,27_02_R_190808120000.cfr.mp4,56429,2019-08-08 12:47:02.550,472,5s,472__15121,,,,,,
227,D,,10263,5second/track_10263_5s.png,28_02_R_190808130000.cfr.mp4,45830,2019-08-08 13:38:13.800,472,5s,472__10263,,,,,,
228,U,,4310,5second/track_04310_5s.png,29_02_R_190808140000.cfr.mp4,19883,2019-08-08 14:16:34.800,472,5s,472__4310,,,,,,
229,D,,5739,5second/track_05739_5s.png,29_02_R_190808140000.cfr.mp4,26845,2019-08-08 14:22:23.650,472,5s,472__5739,,,,,,
230,DU,x,5093,5second/track_05093_5s.png,1_02_R_190807110000.cfr.mp4,24956,2019-08-07 11:21:00.300,474,5s,474__5093_5112,x,,stay_at_entrance,,,
231,x,x,5279,5second/track_05279_5s.png,1_02_R_190807110000.cfr.mp4,25865,2019-08-07 11:21:36.150,474,5s,474__5279_5286,x,,stay_at_entrance,,,
232,DU,,5313,5second/track_05313_5s.png,1_02_R_190807110000.cfr.mp4,26046,2019-08-07 11:22:30.550,474,5s,474__5313,,,,,,
233,DU,x,5434,5second/track_05434_5s.png,1_02_R_190807110000.cfr.mp4,27177,2019-08-07 11:22:41.650,474,5s,474__5434,,,stay_at_entrance,,,
234,DU,x,5521,5second/track_05521_5s.png,1_02_R_190807110000.cfr.mp4,27793,2019-08-07 11:23:12.800,474,5s,474__5521,,,stay_at_entrance,,,
235,D,,8136,5second/track_08136_5s.png,4_02_R_190807140000.cfr.mp4,42389,2019-08-07 14:35:24.600,474,5s,474__8136,,,,,,
236,U,,8455,5second/track_08455_5s.png,4_02_R_190807140000.cfr.mp4,43913,2019-08-07 14:36:37.250,474,5s,474__8455,,,,,,
237,D,,9776,5second/track_09776_5s.png,31_02_R_190808160000.cfr.mp4,23300,2019-08-08 16:19:26.450,474,5s,474__9776,,,,,,
238,D,,20509,5second/track_20509_5s.png,30_02_R_190808150000.cfr.mp4,69578,2019-08-08 15:58:05.900,479,5s,479__20509,,,,,,
239,D,,6846,5second/track_06846_5s.png,31_02_R_190808160000.cfr.mp4,18362,2019-08-08 16:15:20.400,480,5s,480__6846,,,,,,
240,DU,,9187,5second/track_09187_5s.png,1_02_R_190807110000.cfr.mp4,47073,2019-08-07 11:39:30.700,488,5s,488__9187,,,,,,
241,D,,20700,5second/track_20700_5s.png,30_02_R_190808150000.cfr.mp4,70169,2019-08-08 15:58:39.250,488,5s,488__20700_20737,,,,,,
242,D,,5831,5second/track_05831_5s.png,31_02_R_190808160000.cfr.mp4,16173,2019-08-08 16:13:31.450,492,5s,492__5831,,,,,,
243,D,,15535,5second/track_15535_5s.png,6_02_R_190807160000.cfr.mp4,61370,2019-08-07 16:51:18.750,503,5s,503__15535,,,,,,
244,D,,4005,5second/track_04005_5s.png,31_02_R_190808160000.cfr.mp4,12049,2019-08-08 16:10:03.400,503,5s,503__4005,,,,,,
245,D,,12930,5second/track_12930_5s.png,28_02_R_190808130000.cfr.mp4,55572,2019-08-08 13:46:39.200,509,5s,509__12930,,,,,,
246,D,,1188,5second/track_01188_5s.png,1_02_R_190807110000.cfr.mp4,5245,2019-08-07 11:04:23.900,527,5s,527__1188,,,,,,
247,D,,12110,5second/track_12110_5s.png,1_02_R_190807110000.cfr.mp4,62250,2019-08-07 11:51:53.100,527,5s,527__12110,,,,,,
248,D,,6813,5second/track_06813_5s.png,4_02_R_190807140000.cfr.mp4,36581,2019-08-07 14:30:35.000,527,5s,527__6813,,,,,,
249,DU,,7243,5second/track_07243_5s.png,26_02_R_190808110000.cfr.mp4,27138,2019-08-08 11:22:44.700,527,5s,527__7243_7273,x,,,,,
250,D,,15440,5second/track_15440_5s.png,26_02_R_190808110000.cfr.mp4,65029,2019-08-08 11:54:12.800,527,5s,527__15440,,,,,,
251,D,,3813,5second/track_03813_5s.png,27_02_R_190808120000.cfr.mp4,15691,2019-08-08 12:13:06.550,527,5s,527__3813,,,,,,
252,U,,8603,5second/track_08603_5s.png,27_02_R_190808120000.cfr.mp4,32128,2019-08-08 12:26:47.650,527,5s,527__8603,,,,,,
253,D,,4706,5second/track_04706_5s.png,29_02_R_190808140000.cfr.mp4,21675,2019-08-08 14:18:05.650,527,5s,527__4706,,,,,,
254,U,,11846,5second/track_11846_5s.png,30_02_R_190808150000.cfr.mp4,41872,2019-08-08 15:34:55.200,527,5s,527__11846,,,,,,
255,D,,6265,5second/track_06265_5s.png,31_02_R_190808160000.cfr.mp4,17109,2019-08-08 16:14:18.000,527,5s,527__6265,,,,,,
256,UD,x,9598,5second/track_09598_5s.png,28_02_R_190808130000.cfr.mp4,43492,2019-08-08 13:36:18.450,541,5s,541__9598,,,stay_at_exit,,,
257,UD,x,12985,5second/track_12985_5s.png,2_02_R_190807120000.cfr.mp4,62343,2019-08-07 12:51:58.800,556,5s,556__12985,,,stay_at_exit,,,
258,U,,2489,5second/track_02489_5s.png,6_02_R_190807160000.cfr.mp4,10516,2019-08-07 16:08:49.950,556,5s,556__2489,,,,,,
259,D,,14221,5second/track_14221_5s.png,30_02_R_190808150000.cfr.mp4,48971,2019-08-08 15:40:56.200,560,5s,560__14221,,,,,,
260,D,,4202,5second/track_04202_5s.png,2_02_R_190807120000.cfr.mp4,17845,2019-08-07 12:14:58.800,566,5s,566__4202,,,,,,
261,U,,4407,5second/track_04407_5s.png,2_02_R_190807120000.cfr.mp4,18626,2019-08-07 12:15:32.200,566,5s,566__4407,,,,,,
262,D,,3809,5second/track_03809_5s.png,31_02_R_190808160000.cfr.mp4,11542,2019-08-08 16:09:42.000,567,5s,567__3809,,,,,,
263,U,,4832,5second/track_04832_5s.png,31_02_R_190808160000.cfr.mp4,14006,2019-08-08 16:11:42.600,567,5s,567__4832,,,,,,
264,U,,3215,5second/track_03215_5s.png,26_02_R_190808110000.cfr.mp4,11869,2019-08-08 11:09:54.350,568,5s,568__3215,,,,,,
265,D,,16646,5second/track_16646_5s.png,26_02_R_190808110000.cfr.mp4,70397,2019-08-08 11:58:40.550,568,5s,568__16646,,,,,,
266,U,,4796,5second/track_04796_5s.png,28_02_R_190808130000.cfr.mp4,22861,2019-08-08 13:19:03.600,568,5s,568__4796,,,,,,
267,D,,9912,5second/track_09912_5s.png,29_02_R_190808140000.cfr.mp4,43476,2019-08-08 14:36:14.600,568,5s,568__9912,,,,,,
268,U,,11077,5second/track_11077_5s.png,29_02_R_190808140000.cfr.mp4,48864,2019-08-08 14:40:44.250,568,5s,568__11077,,,,,,
269,DU,,5902,5second/track_05902_5s.png,3_02_R_190807130000.cfr.mp4,42414,2019-08-07 13:35:43.350,572,5s,572__5902,,,,,,
270,DU,,10122,5second/track_10122_5s.png,3_02_R_190807130000.cfr.mp4,65011,2019-08-07 13:54:49.300,572,5s,572__10122_10128_10160,x,x,complex u-turn,,,
271,DU,,10238,5second/track_10238_5s.png,3_02_R_190807130000.cfr.mp4,66340,2019-08-07 13:55:25.100,572,5s,572__10238,,,,,,
272,DU,,10331,5second/track_10331_5s.png,3_02_R_190807130000.cfr.mp4,66924,2019-08-07 13:55:53.350,572,5s,572__10331,,,stay_at_entrance,,,
273,D,,1983,5second/track_01983_5s.png,26_02_R_190808110000.cfr.mp4,7169,2019-08-08 11:06:02.050,572,5s,572__1983,,,,,,
274,x,x,2113,5second/track_02113_5s.png,26_02_R_190808110000.cfr.mp4,7609,2019-08-08 11:06:21.000,572,5s,572__2113,,,stay_at_exit,,,
275,U,,2351,5second/track_02351_5s.png,26_02_R_190808110000.cfr.mp4,8492,2019-08-08 11:07:07.450,572,5s,572__2351,,,,,,
276,D,,6115,5second/track_06115_5s.png,31_02_R_190808160000.cfr.mp4,16744,2019-08-08 16:13:58.150,575,5s,575__6115,,,,,,
277,D,,26956,5second/track_26956_5s.png,31_02_R_190808160000.cfr.mp4,70282,2019-08-08 16:58:35.650,575,5s,575__26956,,,,,,
278,D,,12321,5second/track_12321_5s.png,5_02_R_190807150000.cfr.mp4,53089,2019-08-07 15:44:17.000,583,5s,583__12321,,,,,,
279,U,,17687,5second/track_17687_5s.png,31_02_R_190808160000.cfr.mp4,38717,2019-08-08 16:32:16.900,583,5s,583__17687,,,,,,
280,D,,11548,5second/track_11548_5s.png,1_02_R_190807110000.cfr.mp4,58909,2019-08-07 11:49:06.050,586,5s,586__11548,,,,,,
281,D,,4275,5second/track_04275_5s.png,3_02_R_190807130000.cfr.mp4,32936,2019-08-07 13:27:34.200,586,5s,586__4275,,,,,,
282,D,,3296,5second/track_03296_5s.png,4_02_R_190807140000.cfr.mp4,19517,2019-08-07 14:16:17.150,586,5s,586__3296,,,,,,
283,D,,5620,5second/track_05620_5s.png,1_02_R_190807110000.cfr.mp4,28201,2019-08-07 11:23:32.200,607,5s,607__5620,,,,,,
284,UD,True,1971,5second/track_01971_5s.png,2_02_R_190807120000.cfr.mp4,8301,2019-08-07 12:06:59.800,607,5s,607__1971,,,stay_at_exit,,,
285,U,,1987,5second/track_01987_5s.png,2_02_R_190807120000.cfr.mp4,8376,2019-08-07 12:07:01.500,607,5s,607__1987_1994,,,,,,
286,U,,5329,5second/track_05329_5s.png,5_02_R_190807150000.cfr.mp4,22813,2019-08-07 15:19:03.350,607,5s,607__5329,,,,,,
287,D,,7190,5second/track_07190_5s.png,5_02_R_190807150000.cfr.mp4,29955,2019-08-07 15:24:59.400,607,5s,607__7190,,,,,,
288,U,,6100,5second/track_06100_5s.png,26_02_R_190808110000.cfr.mp4,22653,2019-08-08 11:18:54.800,607,5s,607__6100,,,,,,
289,D,,7188,5second/track_07188_5s.png,26_02_R_190808110000.cfr.mp4,26752,2019-08-08 11:22:19.850,607,5s,607__7188,,,,,,
290,D,,5279,5second/track_05279_5s.png,27_02_R_190808120000.cfr.mp4,21452,2019-08-08 12:17:53.750,607,5s,607__5279,,,,,,
291,U,,3434,5second/track_03434_5s.png,28_02_R_190808130000.cfr.mp4,16081,2019-08-08 13:13:26.750,607,5s,607__3434,,,,,,
292,D,,4762,5second/track_04762_5s.png,28_02_R_190808130000.cfr.mp4,22609,2019-08-08 13:18:52.200,607,5s,607__4762,,,,,,
293,,True,8709,5second/track_08709_5s.png,29_02_R_190808140000.cfr.mp4,38988,2019-08-08 14:32:32.050,607,5s,607__8709_8720,,,,,,
294,U,,8729,5second/track_08729_5s.png,29_02_R_190808140000.cfr.mp4,39040,2019-08-08 14:32:33.650,607,5s,607__8729,,,,,,
295,D,,11200,5second/track_11200_5s.png,29_02_R_190808140000.cfr.mp4,49492,2019-08-08 14:41:15.800,607,5s,607__11200,,,,,,
296,U,,19660,5second/track_19660_5s.png,30_02_R_190808150000.cfr.mp4,66740,2019-08-08 15:55:42.050,607,5s,607__19660,,,,,,
297,D,,5352,5second/track_05352_5s.png,31_02_R_190808160000.cfr.mp4,15188,2019-08-08 16:12:40.100,607,5s,607__5352,,,,,,
298,D,,14103,5second/track_14103_5s.png,5_02_R_190807150000.cfr.mp4,61797,2019-08-07 15:51:31.600,608,5s,608__14103,,,,,,
299,D,,14039,5second/track_14039_5s.png,6_02_R_190807160000.cfr.mp4,56612,2019-08-07 16:47:12.600,608,5s,608__14039,,,,,,
300,U,,18212,5second/track_18212_5s.png,6_02_R_190807160000.cfr.mp4,69173,2019-08-07 16:57:39.950,608,5s,608__18212,,,,,,
301,DU,,18699,5second/track_18699_5s.png,6_02_R_190807160000.cfr.mp4,70795,2019-08-07 16:59:01.800,608,5s,608__18699,,,,,,
302,D,,274,5second/track_00274_5s.png,31_02_R_190808160000.cfr.mp4,985,2019-08-08 16:00:52.700,608,5s,608__274,,,,,,
303,D,,7587,5second/track_07587_5s.png,1_02_R_190807110000.cfr.mp4,38569,2019-08-07 11:32:10.300,609,5s,609__7587,,,,,,
304,D,,4458,5second/track_04458_5s.png,2_02_R_190807120000.cfr.mp4,18979,2019-08-07 12:15:51.200,609,5s,609__4458,,,,,,
305,D,,3414,5second/track_03414_5s.png,4_02_R_190807140000.cfr.mp4,19965,2019-08-07 14:16:40.450,609,5s,609__3414,,,,,,
306,D,,6628,5second/track_06628_5s.png,30_02_R_190808150000.cfr.mp4,22853,2019-08-08 15:19:06.750,609,5s,609__6628,,,,,,
307,D,,6628,5second/track_06628_5s.png,26_02_R_190808110000.cfr.mp4,24446,2019-08-08 11:20:24.450,611,5s,611__6628,,,,,,
308,U,,17410,5second/track_17410_5s.png,27_02_R_190808120000.cfr.mp4,67623,2019-08-08 12:56:22.350,611,5s,611__17410,,,,,,
309,DU,,969,5second/track_00969_5s.png,27_02_R_190808120000.cfr.mp4,4515,2019-08-08 12:04:14.550,618,5s,618__969_997_1016_1056_1086,x,True,complex u-turn,,,
310,DU,,16576,5second/track_16576_5s.png,28_02_R_190808130000.cfr.mp4,71922,2019-08-08 13:59:59.750,618,5s,618__16576,,,,,,
311,DU,,11757,5second/track_11757_5s.png,29_02_R_190808140000.cfr.mp4,52715,2019-08-08 14:43:57.600,618,5s,618__11757,,,,,,
312,U,,1315,5second/track_01315_5s.png,30_02_R_190808150000.cfr.mp4,4818,2019-08-08 15:04:12.050,618,5s,618__1315_1375,x,x,u-turn in trajectory,,,
313,DU,,3509,5second/track_03509_5s.png,30_02_R_190808150000.cfr.mp4,12349,2019-08-08 15:10:25.350,618,5s,618__3509,,,,,,
314,DU,,16093,5second/track_16093_5s.png,30_02_R_190808150000.cfr.mp4,54992,2019-08-08 15:46:07.650,618,5s,618__16093,,,,,,
315,DU,,20309,5second/track_20309_5s.png,30_02_R_190808150000.cfr.mp4,68980,2019-08-08 15:57:35.950,618,5s,618__20309,,,,,,
316,U,,11173,5second/track_11173_5s.png,31_02_R_190808160000.cfr.mp4,25489,2019-08-08 16:21:15.650,618,5s,618__11173,,,,,,
317,UD,,4811,5second/track_04811_5s.png,1_02_R_190807110000.cfr.mp4,23265,2019-08-07 11:19:43.150,629,5s,629__4811,,,,,,
318,U,,6898,5second/track_06898_5s.png,2_02_R_190807120000.cfr.mp4,29528,2019-08-07 12:24:37.050,629,5s,629__6898,,,,,,
319,DU,,14357,5second/track_14357_5s.png,4_02_R_190807140000.cfr.mp4,67687,2019-08-07 14:56:35.250,629,5s,629__14357,,,,,,
320,D,,2742,5second/track_02742_5s.png,26_02_R_190808110000.cfr.mp4,10113,2019-08-08 11:08:29.350,629,5s,629__2742,,,,,,
321,D,,4957,5second/track_04957_5s.png,27_02_R_190808120000.cfr.mp4,20197,2019-08-08 12:16:50.950,629,5s,629__4957,,,,,,
322,D,,15388,5second/track_15388_5s.png,28_02_R_190808130000.cfr.mp4,66029,2019-08-08 13:55:02.350,629,5s,629__15388,,,,,,
323,U,,6393,5second/track_06393_5s.png,29_02_R_190808140000.cfr.mp4,29916,2019-08-08 14:24:57.250,629,5s,629__6393,,,,,,
324,D,,366,5second/track_00366_5s.png,31_02_R_190808160000.cfr.mp4,1304,2019-08-08 16:01:10.500,646,5s,646__366,,,,,,
325,D,,9562,5second/track_09562_5s.png,2_02_R_190807120000.cfr.mp4,44141,2019-08-07 12:36:50.250,668,5s,668__9562,,,,,,
326,D,,7041,5second/track_07041_5s.png,26_02_R_190808110000.cfr.mp4,26103,2019-08-08 11:21:55.000,668,5s,668__7041_7082,x,,,,,
327,U,,7263,5second/track_07263_5s.png,26_02_R_190808110000.cfr.mp4,27201,2019-08-08 11:22:53.600,668,5s,668__7263_7286,x,x,,,,
328,DU,,7780,5second/track_07780_5s.png,26_02_R_190808110000.cfr.mp4,29226,2019-08-08 11:24:45.100,668,5s,668__7780_7798,x,,,,,
329,x,x,7882,5second/track_07882_5s.png,26_02_R_190808110000.cfr.mp4,29889,2019-08-08 11:24:55.050,668,5s,668__7882,,,stay_at_entrance,,,
330,D,,7916,5second/track_07916_5s.png,26_02_R_190808110000.cfr.mp4,30098,2019-08-08 11:25:43.300,668,5s,668__7916,,,,,,
331,U,,8156,5second/track_08156_5s.png,26_02_R_190808110000.cfr.mp4,31249,2019-08-08 11:26:06.500,668,5s,668__8156,,,,,,
332,DU,,8287,5second/track_08287_5s.png,26_02_R_190808110000.cfr.mp4,31866,2019-08-08 11:26:49.200,668,5s,668__8287,,,,,,
333,DU,,15370,5second/track_15370_5s.png,26_02_R_190808110000.cfr.mp4,64732,2019-08-08 11:54:10.150,668,5s,668__15370,,,,,,
334,D,,15979,5second/track_15979_5s.png,26_02_R_190808110000.cfr.mp4,67132,2019-08-08 11:56:00.600,668,5s,668__15979,,,,,,
335,U,,16003,5second/track_16003_5s.png,26_02_R_190808110000.cfr.mp4,67210,2019-08-08 11:56:04.100,668,5s,668__16003,,,,,,
336,D,,16435,5second/track_16435_5s.png,26_02_R_190808110000.cfr.mp4,69264,2019-08-08 11:57:49.000,668,5s,668__16435,,,,,,
337,D,,15185,5second/track_15185_5s.png,28_02_R_190808130000.cfr.mp4,65271,2019-08-08 13:54:36.050,668,5s,668__15185,,,,,,
338,D,,9138,5second/track_09138_5s.png,30_02_R_190808150000.cfr.mp4,32761,2019-08-08 15:27:35.650,668,5s,668__9138,,,,,,
339,D,,19323,5second/track_19323_5s.png,31_02_R_190808160000.cfr.mp4,42963,2019-08-08 16:35:49.500,668,5s,668__19323,,,,,,
340,D,,13334,5second/track_13334_5s.png,6_02_R_190807160000.cfr.mp4,54405,2019-08-07 16:45:23.400,670,5s,670__13334,,,,,,
341,D,,323,5second/track_00323_5s.png,29_02_R_190808140000.cfr.mp4,1706,2019-08-08 14:01:28.800,670,5s,670__323,,,,,,
342,U,,720,5second/track_00720_5s.png,29_02_R_190808140000.cfr.mp4,3494,2019-08-08 14:02:55.300,670,5s,670__720,,,,,,
343,D,,2333,5second/track_02333_5s.png,6_02_R_190807160000.cfr.mp4,9760,2019-08-07 16:08:17.350,673,5s,673__2333,,,,,,
344,D,,13761,5second/track_13761_5s.png,1_02_R_190807110000.cfr.mp4,71277,2019-08-07 11:59:25.500,677,5s,677__13761,,,,,,
345,,,6766,5second/track_06766_5s.png,4_02_R_190807140000.cfr.mp4,36387,2019-08-07 14:30:20.600,677,5s,677__6766,,,,,,
346,D,,12193,5second/track_12193_5s.png,4_02_R_190807140000.cfr.mp4,59384,2019-08-07 14:50:14.750,677,5s,677__12193,,,,,,
347,D,,12306,5second/track_12306_5s.png,4_02_R_190807140000.cfr.mp4,59820,2019-08-07 14:49:53.050,677,5s,677__12306_12311,,,,True,,True
348,D,,2900,5second/track_02900_5s.png,26_02_R_190808110000.cfr.mp4,10741,2019-08-08 11:08:58.050,677,5s,677__2900,,,,,,
349,D,,9637,5second/track_09637_5s.png,26_02_R_190808110000.cfr.mp4,38092,2019-08-08 11:31:45.400,677,5s,677__9637,,,,,,
350,D,,11175,5second/track_11175_5s.png,26_02_R_190808110000.cfr.mp4,45339,2019-08-08 11:37:47.900,677,5s,677__11175,,,,,,
351,U,,7250,5second/track_07250_5s.png,27_02_R_190808120000.cfr.mp4,27701,2019-08-08 12:23:07.350,677,5s,677__7250,,,,,,
352,D,,8810,5second/track_08810_5s.png,27_02_R_190808120000.cfr.mp4,32848,2019-08-08 12:27:25.000,677,5s,677__8810,,,,,,
353,U,,9577,5second/track_09577_5s.png,29_02_R_190808140000.cfr.mp4,41946,2019-08-08 14:34:59.950,677,5s,677__9577,,,,,,
354,D,,6344,5second/track_06344_5s.png,30_02_R_190808150000.cfr.mp4,22090,2019-08-08 15:18:26.200,677,5s,677__6344,,,,,,
355,D,,6803,5second/track_06803_5s.png,4_02_R_190807140000.cfr.mp4,36531,2019-08-07 14:30:28.050,683,5s,683__6803,,,,,,
356,DU,,504,5second/track_00504_5s.png,1_02_R_190807110000.cfr.mp4,2271,2019-08-07 11:01:58.550,693,5s,693__504,,,,,,
357,D,,640,5second/track_00640_5s.png,1_02_R_190807110000.cfr.mp4,2913,2019-08-07 11:02:30.700,693,5s,693__640,,,,,,
358,UD,,712,5second/track_00712_5s.png,1_02_R_190807110000.cfr.mp4,3201,2019-08-07 11:02:45.000,693,5s,693__712_718_726,,,,,,
359,D,,738,5second/track_00738_5s.png,1_02_R_190807110000.cfr.mp4,3284,2019-08-07 11:02:55.850,693,5s,693__738,,,,,,
360,DU,,13526,5second/track_13526_5s.png,1_02_R_190807110000.cfr.mp4,69553,2019-08-07 11:58:12.100,693,5s,693__13526,,,,,,
361,DU,,13598,5second/track_13598_5s.png,1_02_R_190807110000.cfr.mp4,70144,2019-08-07 11:58:32.450,693,5s,693__13598,,,,,,
